datei,typ,vertrag,vendor,warengruppe,pflicht,id,finding,cID,PO
rechnungen/RE_4507012735_00010.pdf,rechnung,,,,"['79.625,00 €', '4507012735']",,,4507012735_00010,4507012735
rechnungen/RE_4507013067_00010.pdf,rechnung,,,,"['35.185,05 €', '4507013067']",,,4507013067_00010,4507013067
rechnungen/RE_4507013849_00010.pdf,rechnung,,,,"['107.954,94 €', '4507013849']",,,4507013849_00010,4507013849
rechnungen/RE_4507014580_00030.pdf,rechnung,,,,"['739,00 €', '4507014580']",,,4507014580_00030,4507014580
rechnungen/RE_4507014986_00010.pdf,rechnung,,,,"['68.432,98 €', '4507014986']",,,4507014986_00010,4507014986
rechnungen/RE_4507014986_00020.pdf,rechnung,,,,"['22.811,04 €', '4507014986']",,,4507014986_00020,4507014986
rechnungen/RE_4507015397_00030.pdf,rechnung,,,,"['2.840,00 €', '4507015397']",,,4507015397_00030,4507015397
rechnungen/RE_4507015661_00010.pdf,rechnung,,,,"['35.226,00 €', '4507015661']",,,4507015661_00010,4507015661
rechnungen/RE_4507016091_00010.pdf,rechnung,,,,"['9.557,06 €', '4507016091']",,,4507016091_00010,4507016091
rechnungen/RE_4507016091_00020.pdf,rechnung,,,,"['7.159,02 €', '4507016091']",,,4507016091_00020,4507016091
rechnungen/RE_4507016091_00030.pdf,rechnung,,,,"['3.978,00 €', '4507016091']",,,4507016091_00030,4507016091
rechnungen/RE_4507016091_00040.pdf,rechnung,,,,"['1.308,00 €', '4507016091']",,,4507016091_00040,4507016091
rechnungen/RE_4507016091_00050.pdf,rechnung,,,,"['9.048,93 €', '4507016091']",,,4507016091_00050,4507016091
rechnungen/RE_4507016091_00060.pdf,rechnung,,,,"['480,96 €', '4507016091']",,,4507016091_00060,4507016091
rechnungen/RE_4507016312_00010.pdf,rechnung,,,,"['645,00 €', '4507016312']",,,4507016312_00010,4507016312
rechnungen/RE_4507016474_00010.pdf,rechnung,,,,"['35.333,04 €', '4507016474']",,,4507016474_00010,4507016474
rechnungen/RE_4507016476_00010.pdf,rechnung,,,,"['34.488,00 €', '4507016476']",,,4507016476_00010,4507016476
rechnungen/RE_4507016655_00010.pdf,rechnung,,,,"['31.591,92 €', '4507016655']",,,4507016655_00010,4507016655
rechnungen/RE_4507016709_00010.pdf,rechnung,,,,"['218.985,78 €', '4507016709']",,,4507016709_00010,4507016709
rechnungen/RE_4507016828_00010.pdf,rechnung,,,,"['24.213,98 €', '4507016828']",,,4507016828_00010,4507016828
rechnungen/RE_4507017342_00010.pdf,rechnung,,,,"['107.955,12 €', '4507017342']",,,4507017342_00010,4507017342
rechnungen/RE_4507017635_00010.pdf,rechnung,,,,"['18.888,00 €', '4507017635']",,,4507017635_00010,4507017635
rechnungen/RE_4507017660_00010.pdf,rechnung,,,,"['107.954,94 €', '4507017660']",,,4507017660_00010,4507017660
rechnungen/RE_4507017940_00010.pdf,rechnung,,,,"['44.998,05 €', '4507017940']",,,4507017940_00010,4507017940
rechnungen/RE_4507017990_00010.pdf,rechnung,,,,"['42.025,94 €', '4507017990']",,,4507017990_00010,4507017990
rechnungen/RE_4507017991_00010.pdf,rechnung,,,,"['42.025,93 €', '4507017991']",,,4507017991_00010,4507017991
rechnungen/RE_4507017992_00010.pdf,rechnung,,,,"['42.026,04 €', '4507017992']",,,4507017992_00010,4507017992
rechnungen/RE_4507017993_00010.pdf,rechnung,,,,"['42.026,00 €', '4507017993']",,,4507017993_00010,4507017993
rechnungen/RE_4507018070_00010.pdf,rechnung,,,,"['55.557,12 €', '4507018070']",,,4507018070_00010,4507018070
rechnungen/RE_4507018313_00010.pdf,rechnung,,,,"['47.203,08 €', '4507018313']",,,4507018313_00010,4507018313
rechnungen/RE_4507018333_00010.pdf,rechnung,,,,"['41.526,96 €', '4507018333']",,,4507018333_00010,4507018333
rechnungen/RE_4507018652_00010.pdf,rechnung,,,,"['43.096,02 €', '4507018652']",,,4507018652_00010,4507018652
rechnungen/RE_4507018779_00010.pdf,rechnung,,,,"['5.681,01 €', '4507018779']",,,4507018779_00010,4507018779
rechnungen/RE_4507018802_00010.pdf,rechnung,,,,"['35.170,96 €', '4507018802']",,,4507018802_00010,4507018802
rechnungen/RE_4507018907_00010.pdf,rechnung,,,,"['38.174,01 €', '4507018907']",,,4507018907_00010,4507018907
rechnungen/RE_4507019079_00010.pdf,rechnung,,,,"['42.026,04 €', '4507019079']",,,4507019079_00010,4507019079
rechnungen/RE_4507019080_00010.pdf,rechnung,,,,"['42.025,94 €', '4507019080']",,,4507019080_00010,4507019080
rechnungen/RE_4507019081_00010.pdf,rechnung,,,,"['42.026,04 €', '4507019081']",,,4507019081_00010,4507019081
rechnungen/RE_4507019082_00010.pdf,rechnung,,,,"['42.026,08 €', '4507019082']",,,4507019082_00010,4507019082
rechnungen/RE_4507019083_00010.pdf,rechnung,,,,"['42.026,10 €', '4507019083']",,,4507019083_00010,4507019083
rechnungen/RE_4507019087_00010.pdf,rechnung,,,,"['42.026,06 €', '4507019087']",,,4507019087_00010,4507019087
rechnungen/RE_4507019370_00010.pdf,rechnung,,,,"['49.384,08 €', '4507019370']",,,4507019370_00010,4507019370
rechnungen/RE_4507019376_00010.pdf,rechnung,,,,"['38.174,08 €', '4507019376']",,,4507019376_00010,4507019376
rechnungen/RE_4507019593_00010.pdf,rechnung,,,,"['42.025,94 €', '4507019593']",,,4507019593_00010,4507019593
rechnungen/RE_4507019819_00010.pdf,rechnung,,,,"['37.095,00 €', '4507019819']",,,4507019819_00010,4507019819
rechnungen/RE_4507019951_00010.pdf,rechnung,,,,"['34.501,94 €', '4507019951']",,,4507019951_00010,4507019951
rechnungen/RE_4507020065_00010.pdf,rechnung,,,,"['35.270,04 €', '4507020065']",,,4507020065_00010,4507020065
rechnungen/RE_4507020568_00010.pdf,rechnung,,,,"['18.888,06 €', '4507020568']",,,4507020568_00010,4507020568
rechnungen/RE_4507020939_00010.pdf,rechnung,,,,"['2.727,00 €', '4507020939']",,,4507020939_00010,4507020939
rechnungen/RE_4507020939_00020.pdf,rechnung,,,,"['129,00 €', '4507020939']",,,4507020939_00020,4507020939
rechnungen/RE_4507021014_00010.pdf,rechnung,,,,"['109.493,01 €', '4507021014']",,,4507021014_00010,4507021014
rechnungen/RE_4507021226_00010.pdf,rechnung,,,,"['43.317,96 €', '4507021226']",,,4507021226_00010,4507021226
rechnungen/RE_4507021378_00050.pdf,rechnung,,,,"['27,00 €', '4507021378']",,,4507021378_00050,4507021378
rechnungen/RE_4507021712_00010.pdf,rechnung,,,,"['21.387,00 €', '4507021712']",,,4507021712_00010,4507021712
rechnungen/RE_4507022062_00010.pdf,rechnung,,,,"['54.746,00 €', '4507022062']",,,4507022062_00010,4507022062
rechnungen/RE_4507022062_00020.pdf,rechnung,,,,"['36.497,01 €', '4507022062']",,,4507022062_00020,4507022062
rechnungen/RE_4507022108_00010.pdf,rechnung,,,,"['129,00 €', '4507022108']",,,4507022108_00010,4507022108
rechnungen/RE_4507022180_00050.pdf,rechnung,,,,"['12.410,01 €', '4507022180']",,,4507022180_00050,4507022180
rechnungen/RE_4507022650_00010.pdf,rechnung,,,,"['21.387,00 €', '4507022650']",,,4507022650_00010,4507022650
rechnungen/RE_4507023468_00010.pdf,rechnung,,,,"['18.887,96 €', '4507023468']",,,4507023468_00010,4507023468
rechnungen/RE_4507023731_00010.pdf,rechnung,,,,"['21.387,04 €', '4507023731']",,,4507023731_00010,4507023731
rechnungen/RE_4507023787_00010.pdf,rechnung,,,,"['25.546,95 €', '4507023787']",,,4507023787_00010,4507023787
rechnungen/RE_4507023985_00010.pdf,rechnung,,,,"['34.174,00 €', '4507023985']",,,4507023985_00010,4507023985
rechnungen/RE_4507023986_00010.pdf,rechnung,,,,"['16.453,97 €', '4507023986']",,,4507023986_00010,4507023986
rechnungen/RE_4507024087_00010.pdf,rechnung,,,,"['33.647,88 €', '4507024087']",,,4507024087_00010,4507024087
rechnungen/RE_4507024258_00010.pdf,rechnung,,,,"['55.826,94 €', '4507024258']",,,4507024258_00010,4507024258
rechnungen/RE_4507024338_00010.pdf,rechnung,,,,"['86.682,12 €', '4507024338']",,,4507024338_00010,4507024338
rechnungen/RE_4507025000_00010.pdf,rechnung,,,,"['30.829,97 €', '4507025000']",,,4507025000_00010,4507025000
rechnungen/RE_4507025722_00010.pdf,rechnung,,,,"['33.462,95 €', '4507025722']",,,4507025722_00010,4507025722
rechnungen/RE_4507026343_00010.pdf,rechnung,,,,"['44.997,96 €', '4507026343']",,,4507026343_00010,4507026343
rechnungen/RE_4507026570_00010.pdf,rechnung,,,,"['33.530,06 €', '4507026570']",,,4507026570_00010,4507026570
rechnungen/RE_4507026646_00010.pdf,rechnung,,,,"['33.543,00 €', '4507026646']",,,4507026646_00010,4507026646
rechnungen/RE_4507026692_00010.pdf,rechnung,,,,"['30.830,01 €', '4507026692']",,,4507026692_00010,4507026692
rechnungen/RE_4507027003_00010.pdf,rechnung,,,,"['33.549,13 €', '4507027003']",,,4507027003_00010,4507027003
rechnungen/RE_4507027015_00010.pdf,rechnung,,,,"['33.549,12 €', '4507027015']",,,4507027015_00010,4507027015
rechnungen/RE_4507027368_00010.pdf,rechnung,,,,"['107.955,05 €', '4507027368']",,,4507027368_00010,4507027368
rechnungen/RE_4507027758_00010.pdf,rechnung,,,,"['30.830,00 €', '4507027758']",,,4507027758_00010,4507027758
rechnungen/RE_4507028144_00010.pdf,rechnung,,,,"['33.463,10 €', '4507028144']",,,4507028144_00010,4507028144
rechnungen/RE_4507028436_00010.pdf,rechnung,,,,"['1.385,02 €', '4507028436']",,,4507028436_00010,4507028436
rechnungen/RE_4507028436_00020.pdf,rechnung,,,,"['129,00 €', '4507028436']",,,4507028436_00020,4507028436
rechnungen/RE_4507028436_00030.pdf,rechnung,,,,"['2.532,99 €', '4507028436']",,,4507028436_00030,4507028436
rechnungen/RE_4507028436_00040.pdf,rechnung,,,,"['129,00 €', '4507028436']",,,4507028436_00040,4507028436
rechnungen/RE_4507028436_00050.pdf,rechnung,,,,"['3.117,00 €', '4507028436']",,,4507028436_00050,4507028436
rechnungen/RE_4507028935_00010.pdf,rechnung,,,,"['21.387,04 €', '4507028935']",,,4507028935_00010,4507028935
rechnungen/RE_4507029517_00010.pdf,rechnung,,,,"['33.463,00 €', '4507029517']",,,4507029517_00010,4507029517
rechnungen/RE_4507029969_00010.pdf,rechnung,,,,"['86.682,12 €', '4507029969']",,,4507029969_00010,4507029969
rechnungen/RE_4507029969_00020.pdf,rechnung,,,,"['4.562,00 €', '4507029969']",,,4507029969_00020,4507029969
rechnungen/RE_4507030152_00010.pdf,rechnung,,,,"['107.955,05 €', '4507030152']",,,4507030152_00010,4507030152
rechnungen/RE_4507030153_00010.pdf,rechnung,,,,"['107.955,00 €', '4507030153']",,,4507030153_00010,4507030153
rechnungen/RE_4507030897_00010.pdf,rechnung,,,,"['45.663,02 €', '4507030897']",,,4507030897_00010,4507030897
rechnungen/RE_4507031061_00010.pdf,rechnung,,,,"['22.811,04 €', '4507031061']",,,4507031061_00010,4507031061
rechnungen/RE_4507031061_00020.pdf,rechnung,,,,"['86.681,92 €', '4507031061']",,,4507031061_00020,4507031061
rechnungen/RE_4507031559_00010.pdf,rechnung,,,,"['46.348,80 €', '4507031559']",,,4507031559_00010,4507031559
rechnungen/RE_4507031575_00010.pdf,rechnung,,,,"['33.124,98 €', '4507031575']",,,4507031575_00010,4507031575
rechnungen/RE_4507032258_00010.pdf,rechnung,,,,"['55.618,86 €', '4507032258']",,,4507032258_00010,4507032258
rechnungen/RE_4507032422_00010.pdf,rechnung,,,,"['25.547,04 €', '4507032422']",,,4507032422_00010,4507032422
rechnungen/RE_4507032456_00010.pdf,rechnung,,,,"['45.662,94 €', '4507032456']",,,4507032456_00010,4507032456
rechnungen/RE_4507032776_00010.pdf,rechnung,,,,"['33.462,99 €', '4507032776']",,,4507032776_00010,4507032776
rechnungen/RE_4507033154_00010.pdf,rechnung,,,,"['43.144,95 €', '4507033154']",,,4507033154_00010,4507033154
rechnungen/RE_4507033377_00010.pdf,rechnung,,,,"['22.196,02 €', '4507033377']",,,4507033377_00010,4507033377
rechnungen/RE_4507033411_00010.pdf,rechnung,,,,"['63.870,96 €', '4507033411']",,,4507033411_00010,4507033411
rechnungen/RE_4507033411_00020.pdf,rechnung,,,,"['27.372,96 €', '4507033411']",,,4507033411_00020,4507033411
rechnungen/RE_4507033801_00010.pdf,rechnung,,,,"['33.125,12 €', '4507033801']",,,4507033801_00010,4507033801
rechnungen/RE_4507034826_00010.pdf,rechnung,,,,"['45.123,12 €', '4507034826']",,,4507034826_00010,4507034826
rechnungen/RE_4507034839_00010.pdf,rechnung,,,,"['45.122,94 €', '4507034839']",,,4507034839_00010,4507034839
rechnungen/RE_4507035199_00010.pdf,rechnung,,,,"['44.998,08 €', '4507035199']",,,4507035199_00010,4507035199
rechnungen/RE_4507035268_00010.pdf,rechnung,,,,"['35.666,00 €', '4507035268']",,,4507035268_00010,4507035268
rechnungen/RE_4507035307_00010.pdf,rechnung,,,,"['33.125,04 €', '4507035307']",,,4507035307_00010,4507035307
rechnungen/RE_4507035767_00030.pdf,rechnung,,,,"['133.811,04 €', '4507035767']",,,4507035767_00030,4507035767
rechnungen/RE_4507036656_00010.pdf,rechnung,,,,"['109.492,80 €', '4507036656']",,,4507036656_00010,4507036656
rechnungen/RE_4507037595_00010.pdf,rechnung,,,,"['41.059,04 €', '4507037595']",,,4507037595_00010,4507037595
rechnungen/RE_4507037839_00010.pdf,rechnung,,,,"['43.665,00 €', '4507037839']",,,4507037839_00010,4507037839
rechnungen/RE_4507038363_00010.pdf,rechnung,,,,"['46.158,98 €', '4507038363']",,,4507038363_00010,4507038363
rechnungen/RE_4507038513_00010.pdf,rechnung,,,,"['49.584,80 €', '4507038513']",,,4507038513_00010,4507038513
rechnungen/RE_4507038554_00010.pdf,rechnung,,,,"['10.096,03 €', '4507038554']",,,4507038554_00010,4507038554
rechnungen/RE_4507038769_00010.pdf,rechnung,,,,"['133.811,20 €', '4507038769']",,,4507038769_00010,4507038769
rechnungen/RE_4507038854_00010.pdf,rechnung,,,,"['22.811,00 €', '4507038854']",,,4507038854_00010,4507038854
rechnungen/RE_4507038854_00020.pdf,rechnung,,,,"['63.871,06 €', '4507038854']",,,4507038854_00020,4507038854
rechnungen/RE_4507039088_00010.pdf,rechnung,,,,"['35.666,15 €', '4507039088']",,,4507039088_00010,4507039088
rechnungen/RE_4507039790_00010.pdf,rechnung,,,,"['32.389,06 €', '4507039790']",,,4507039790_00010,4507039790
rechnungen/RE_4507040309_00010.pdf,rechnung,,,,"['129.197,04 €', '4507040309']",,,4507040309_00010,4507040309
rechnungen/RE_4507040312_00020.pdf,rechnung,,,,"['129.196,78 €', '4507040312']",,,4507040312_00020,4507040312
rechnungen/RE_4507040314_00030.pdf,rechnung,,,,"['129.196,89 €', '4507040314']",,,4507040314_00030,4507040314
rechnungen/RE_4507040472_00010.pdf,rechnung,,,,"['55.619,07 €', '4507040472']",,,4507040472_00010,4507040472
rechnungen/RE_4507040611_00010.pdf,rechnung,,,,"['6.754,00 €', '4507040611']",,,4507040611_00010,4507040611
rechnungen/RE_4507040611_00020.pdf,rechnung,,,,"['26.188,11 €', '4507040611']",,,4507040611_00020,4507040611
rechnungen/RE_4507040672_00010.pdf,rechnung,,,,"['71.970,00 €', '4507040672']",,,4507040672_00010,4507040672
rechnungen/RE_4507041417_00010.pdf,rechnung,,,,"['21.495,98 €', '4507041417']",,,4507041417_00010,4507041417
rechnungen/RE_4507041491_00010.pdf,rechnung,,,,"['44.997,98 €', '4507041491']",,,4507041491_00010,4507041491
rechnungen/RE_4507041544_00120.pdf,rechnung,,,,"['126,00 €', '4507041544']",,,4507041544_00120,4507041544
rechnungen/RE_4507041562_00010.pdf,rechnung,,,,"['129.197,12 €', '4507041562']",,,4507041562_00010,4507041562
rechnungen/RE_4507041835_00010.pdf,rechnung,,,,"['129.196,86 €', '4507041835']",,,4507041835_00010,4507041835
rechnungen/RE_4507041836_00020.pdf,rechnung,,,,"['129.197,20 €', '4507041836']",,,4507041836_00020,4507041836
rechnungen/RE_4507041837_00030.pdf,rechnung,,,,"['129.196,80 €', '4507041837']",,,4507041837_00030,4507041837
rechnungen/RE_4507041892_00010.pdf,rechnung,,,,"['35.000,94 €', '4507041892']",,,4507041892_00010,4507041892
rechnungen/RE_4507041960_00010.pdf,rechnung,,,,"['36.496,96 €', '4507041960']",,,4507041960_00010,4507041960
rechnungen/RE_4507041960_00020.pdf,rechnung,,,,"['50.184,00 €', '4507041960']",,,4507041960_00020,4507041960
rechnungen/RE_4508042334_00010.pdf,rechnung,,,,"['1.385,00 €', '4508042334']",,,4508042334_00010,4508042334
rechnungen/RE_4508042334_00020.pdf,rechnung,,,,"['129,00 €', '4508042334']",,,4508042334_00020,4508042334
rechnungen/RE_4508042335_00020.pdf,rechnung,,,,"['129,00 €', '4508042335']",,,4508042335_00020,4508042335
rechnungen/RE_4508042337_00020.pdf,rechnung,,,,"['129,00 €', '4508042337']",,,4508042337_00020,4508042337
rechnungen/RE_4508042339_00020.pdf,rechnung,,,,"['129,00 €', '4508042339']",,,4508042339_00020,4508042339
rechnungen/RE_4508042444_00010.pdf,rechnung,,,,"['133.811,25 €', '4508042444']",,,4508042444_00010,4508042444
rechnungen/RE_4508042988_00010.pdf,rechnung,,,,"['133.810,84 €', '4508042988']",,,4508042988_00010,4508042988
rechnungen/RE_4508043433_00020.pdf,rechnung,,,,"['21.496,02 €', '4508043433']",,,4508043433_00020,4508043433
rechnungen/RE_4508043613_00010.pdf,rechnung,,,,"['133.810,80 €', '4508043613']",,,4508043613_00010,4508043613
rechnungen/RE_4508044128_00010.pdf,rechnung,,,,"['129.197,04 €', '4508044128']",,,4508044128_00010,4508044128
rechnungen/RE_4508044178_00010.pdf,rechnung,,,,"['3.090,99 €', '4508044178']",,,4508044178_00010,4508044178
rechnungen/RE_4508044178_00020.pdf,rechnung,,,,"['129,00 €', '4508044178']",,,4508044178_00020,4508044178
rechnungen/RE_4508044180_00010.pdf,rechnung,,,,"['3.091,00 €', '4508044180']",,,4508044180_00010,4508044180
rechnungen/RE_4508044180_00020.pdf,rechnung,,,,"['129,00 €', '4508044180']",,,4508044180_00020,4508044180
rechnungen/RE_4508044183_00010.pdf,rechnung,,,,"['2.061,15 €', '4508044183']",,,4508044183_00010,4508044183
rechnungen/RE_4508044183_00020.pdf,rechnung,,,,"['129,00 €', '4508044183']",,,4508044183_00020,4508044183
rechnungen/RE_4508044796_00010.pdf,rechnung,,,,"['56.201,04 €', '4508044796']",,,4508044796_00010,4508044796
rechnungen/RE_4508044827_00010.pdf,rechnung,,,,"['35.000,97 €', '4508044827']",,,4508044827_00010,4508044827
rechnungen/RE_4508044845_00010.pdf,rechnung,,,,"['8.038,05 €', '4508044845']",,,4508044845_00010,4508044845
rechnungen/RE_4508044964_00010.pdf,rechnung,,,,"['40.310,97 €', '4508044964']",,,4508044964_00010,4508044964
rechnungen/RE_4508045101_00010.pdf,rechnung,,,,"['129.197,20 €', '4508045101']",,,4508045101_00010,4508045101
rechnungen/RE_4508045102_00020.pdf,rechnung,,,,"['129.196,96 €', '4508045102']",,,4508045102_00020,4508045102
rechnungen/RE_4508045321_00010.pdf,rechnung,,,,"['55.370,00 €', '4508045321']",,,4508045321_00010,4508045321
rechnungen/RE_4508045321_00020.pdf,rechnung,,,,"['36.912,95 €', '4508045321']",,,4508045321_00020,4508045321
rechnungen/RE_4508045500_00010.pdf,rechnung,,,,"['35.001,00 €', '4508045500']",,,4508045500_00010,4508045500
rechnungen/RE_4508045656_00010.pdf,rechnung,,,,"['107.955,20 €', '4508045656']",,,4508045656_00010,4508045656
rechnungen/RE_4508046046_00010.pdf,rechnung,,,,"['129.196,98 €', '4508046046']",,,4508046046_00010,4508046046
rechnungen/RE_4508046047_00020.pdf,rechnung,,,,"['129.196,98 €', '4508046047']",,,4508046047_00020,4508046047
rechnungen/RE_4508046048_00030.pdf,rechnung,,,,"['133.810,80 €', '4508046048']",,,4508046048_00030,4508046048
rechnungen/RE_4508046051_00040.pdf,rechnung,,,,"['129.196,77 €', '4508046051']",,,4508046051_00040,4508046051
rechnungen/RE_4508046052_00050.pdf,rechnung,,,,"['129.197,00 €', '4508046052']",,,4508046052_00050,4508046052
rechnungen/RE_4508046585_00010.pdf,rechnung,,,,"['107.955,10 €', '4508046585']",,,4508046585_00010,4508046585
rechnungen/RE_4508046626_00080.pdf,rechnung,,,,"['126,00 €', '4508046626']",,,4508046626_00080,4508046626
rechnungen/RE_4508046681_00010.pdf,rechnung,,,,"['133.810,92 €', '4508046681']",,,4508046681_00010,4508046681
rechnungen/RE_4508046690_00010.pdf,rechnung,,,,"['129.196,80 €', '4508046690']",,,4508046690_00010,4508046690
rechnungen/RE_4508047191_00010.pdf,rechnung,,,,"['107.955,05 €', '4508047191']",,,4508047191_00010,4508047191
rechnungen/RE_4508047294_00010.pdf,rechnung,,,,"['129.197,00 €', '4508047294']",,,4508047294_00010,4508047294
rechnungen/RE_4508047385_00010.pdf,rechnung,,,,"['35.001,14 €', '4508047385']",,,4508047385_00010,4508047385
rechnungen/RE_4508048709_00010.pdf,rechnung,,,,"['133.811,25 €', '4508048709']",,,4508048709_00010,4508048709
rechnungen/RE_4508048711_00010.pdf,rechnung,,,,"['133.810,84 €', '4508048711']",,,4508048711_00010,4508048711
rechnungen/RE_4508048712_00010.pdf,rechnung,,,,"['133.811,10 €', '4508048712']",,,4508048712_00010,4508048712
rechnungen/RE_4508048747_00010.pdf,rechnung,,,,"['56.200,95 €', '4508048747']",,,4508048747_00010,4508048747
rechnungen/RE_4508049018_00010.pdf,rechnung,,,,"['44.824,92 €', '4508049018']",,,4508049018_00010,4508049018
rechnungen/RE_4508049212_00010.pdf,rechnung,,,,"['133.811,25 €', '4508049212']",,,4508049212_00010,4508049212
rechnungen/RE_4508049804_00010.pdf,rechnung,,,,"['133.810,82 €', '4508049804']",,,4508049804_00010,4508049804
rechnungen/RE_4508049805_00010.pdf,rechnung,,,,"['133.811,16 €', '4508049805']",,,4508049805_00010,4508049805
rechnungen/RE_4508049806_00020.pdf,rechnung,,,,"['133.811,15 €', '4508049806']",,,4508049806_00020,4508049806
rechnungen/RE_4508050454_00010.pdf,rechnung,,,,"['133.810,92 €', '4508050454']",,,4508050454_00010,4508050454
rechnungen/RE_4508050458_00010.pdf,rechnung,,,,"['133.811,16 €', '4508050458']",,,4508050458_00010,4508050458
rechnungen/RE_4508050459_00010.pdf,rechnung,,,,"['133.811,16 €', '4508050459']",,,4508050459_00010,4508050459
rechnungen/RE_4508050731_00010.pdf,rechnung,,,,"['133.810,82 €', '4508050731']",,,4508050731_00010,4508050731
rechnungen/RE_4508050740_00040.pdf,rechnung,,,,"['12.488,00 €', '4508050740']",,,4508050740_00040,4508050740
rechnungen/RE_4508051379_00010.pdf,rechnung,,,,"['86.682,12 €', '4508051379']",,,4508051379_00010,4508051379
rechnungen/RE_4508051379_00020.pdf,rechnung,,,,"['22.811,04 €', '4508051379']",,,4508051379_00020,4508051379
rechnungen/RE_4508051508_00010.pdf,rechnung,,,,"['2.208,00 €', '4508051508']",,,4508051508_00010,4508051508
rechnungen/RE_4508051508_00020.pdf,rechnung,,,,"['129,00 €', '4508051508']",,,4508051508_00020,4508051508
rechnungen/RE_4508051516_00010.pdf,rechnung,,,,"['1.948,00 €', '4508051516']",,,4508051516_00010,4508051516
rechnungen/RE_4508051516_00020.pdf,rechnung,,,,"['129,00 €', '4508051516']",,,4508051516_00020,4508051516
rechnungen/RE_4508051517_00010.pdf,rechnung,,,,"['3.117,00 €', '4508051517']",,,4508051517_00010,4508051517
rechnungen/RE_4508051517_00020.pdf,rechnung,,,,"['129,00 €', '4508051517']",,,4508051517_00020,4508051517
rechnungen/RE_4508051518_00010.pdf,rechnung,,,,"['2.727,00 €', '4508051518']",,,4508051518_00010,4508051518
rechnungen/RE_4508051518_00020.pdf,rechnung,,,,"['129,00 €', '4508051518']",,,4508051518_00020,4508051518
rechnungen/RE_4508051570_00010.pdf,rechnung,,,,"['133.810,84 €', '4508051570']",,,4508051570_00010,4508051570
rechnungen/RE_4508051571_00010.pdf,rechnung,,,,"['133.810,88 €', '4508051571']",,,4508051571_00010,4508051571
rechnungen/RE_4508051572_00020.pdf,rechnung,,,,"['133.810,88 €', '4508051572']",,,4508051572_00020,4508051572
rechnungen/RE_4508051578_00010.pdf,rechnung,,,,"['56.200,80 €', '4508051578']",,,4508051578_00010,4508051578
rechnungen/RE_4508051849_00010.pdf,rechnung,,,,"['133.811,16 €', '4508051849']",,,4508051849_00010,4508051849
rechnungen/RE_4508051948_00010.pdf,rechnung,,,,"['36.718,88 €', '4508051948']",,,4508051948_00010,4508051948
rechnungen/RE_4508051998_00010.pdf,rechnung,,,,"['2.061,00 €', '4508051998']",,,4508051998_00010,4508051998
rechnungen/RE_4508051998_00020.pdf,rechnung,,,,"['129,00 €', '4508051998']",,,4508051998_00020,4508051998
rechnungen/RE_4508052137_00010.pdf,rechnung,,,,"['133.811,16 €', '4508052137']",,,4508052137_00010,4508052137
rechnungen/RE_4508052465_00010.pdf,rechnung,,,,"['133.810,88 €', '4508052465']",,,4508052465_00010,4508052465
rechnungen/RE_4508053076_00010.pdf,rechnung,,,,"['25.547,00 €', '4508053076']",,,4508053076_00010,4508053076
rechnungen/RE_4508053154_00010.pdf,rechnung,,,,"['133.810,92 €', '4508053154']",,,4508053154_00010,4508053154
rechnungen/RE_4508053155_00010.pdf,rechnung,,,,"['133.810,80 €', '4508053155']",,,4508053155_00010,4508053155
rechnungen/RE_4508053156_00010.pdf,rechnung,,,,"['133.810,82 €', '4508053156']",,,4508053156_00010,4508053156
rechnungen/RE_4508053157_00010.pdf,rechnung,,,,"['133.810,92 €', '4508053157']",,,4508053157_00010,4508053157
rechnungen/RE_4508053159_00020.pdf,rechnung,,,,"['133.811,22 €', '4508053159']",,,4508053159_00020,4508053159
rechnungen/RE_4508053160_00010.pdf,rechnung,,,,"['132.241,98 €', '4508053160']",,,4508053160_00010,4508053160
rechnungen/RE_4508053161_00010.pdf,rechnung,,,,"['133.810,92 €', '4508053161']",,,4508053161_00010,4508053161
rechnungen/RE_4508054425_00010.pdf,rechnung,,,,"['36.719,04 €', '4508054425']",,,4508054425_00010,4508054425
rechnungen/RE_4508057119_00010.pdf,rechnung,,,,"['50.321,16 €', '4508057119']",,,4508057119_00010,4508057119
rechnungen/RE_4508057120_00010.pdf,rechnung,,,,"['50.320,92 €', '4508057120']",,,4508057120_00010,4508057120
rechnungen/RE_4508057121_00010.pdf,rechnung,,,,"['50.321,04 €', '4508057121']",,,4508057121_00010,4508057121
rechnungen/RE_4508057378_00010.pdf,rechnung,,,,"['110.739,89 €', '4508057378']",,,4508057378_00010,4508057378
rechnungen/RE_4508057704_00010.pdf,rechnung,,,,"['49.858,09 €', '4508057704']",,,4508057704_00010,4508057704
rechnungen/RE_4508057705_00010.pdf,rechnung,,,,"['49.858,08 €', '4508057705']",,,4508057705_00010,4508057705
rechnungen/RE_4508057706_00010.pdf,rechnung,,,,"['49.857,99 €', '4508057706']",,,4508057706_00010,4508057706
rechnungen/RE_4508057859_00010.pdf,rechnung,,,,"['107.954,88 €', '4508057859']",,,4508057859_00010,4508057859
auftragsbestaetigungen/AB_4507000380_00010.pdf,auftragsbestaetigung,,,,"['2.147,37 €', '4507000380']",,,4507000380_00010,4507000380
auftragsbestaetigungen/AB_4507000732_00010.pdf,auftragsbestaetigung,,,,"['3.258,30 €', '4507000732']",,,4507000732_00010,4507000732
auftragsbestaetigungen/AB_4507000733_00010.pdf,auftragsbestaetigung,,,,"['3.072,40 €', '4507000733']",,,4507000733_00010,4507000733
